plot_id,season,site_id,site_name,region,variety,treatment,replicate,rainfall_mm,growing_degree_days,disease_pressure_index,stand_count_per_m2,lodging_pct,yield_t_ha
P00909,2023,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Bravo,1,436.3,2525.0,5.5,7.36,2.4,10.17
P00910,2023,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Bravo,2,436.3,2525.0,5.1,7.72,1.8,9.79
P00911,2023,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Bravo,3,436.3,2525.0,5.1,7.21,2.6,10.24
P00912,2023,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Bravo,4,436.3,2525.0,6.9,8.03,2.6,10.46
P00913,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Untreated Check,1,436.3,2525.0,27.4,8.2,3.3,10.73
P00914,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Untreated Check,2,436.3,2525.0,31.4,7.58,2.1,10.7
P00915,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Untreated Check,3,436.3,2525.0,29.9,7.28,5.8,11.06
P00916,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Untreated Check,4,436.3,2525.0,26.9,7.96,1.4,10.4
P00917,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Alpha,1,436.3,2525.0,12.7,7.9,5.2,11.02
P00918,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Alpha,2,436.3,2525.0,11.9,8.05,2.1,11.07
P00919,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Alpha,3,436.3,2525.0,13.7,8.36,4.0,11.58
P00920,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Alpha,4,436.3,2525.0,14.9,7.64,7.1,10.48
P00921,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,1,436.3,2525.0,6.4,7.47,7.2,10.57
P00922,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,2,436.3,2525.0,6.3,7.65,1.0,10.93
P00923,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,3,436.3,2525.0,5.7,8.13,6.5,11.65
P00924,2023,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,4,436.3,2525.0,6.3,7.38,3.2,10.81
P00925,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,1,436.3,2525.0,31.1,7.59,8.6,9.3
P00926,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,2,436.3,2525.0,29.1,7.8,2.9,9.74
P00927,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,3,436.3,2525.0,27.9,7.65,3.6,8.97
P00928,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,4,436.3,2525.0,29.1,8.13,5.3,9.65
P00929,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,1,436.3,2525.0,14.3,8.33,5.9,10.29
P00930,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,2,436.3,2525.0,11.2,7.88,2.1,9.78
P00931,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,3,436.3,2525.0,13.2,7.95,6.5,9.81
P00932,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,4,436.3,2525.0,13.2,7.28,8.9,8.98
P00933,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,1,436.3,2525.0,5.9,7.87,6.0,10.65
P00934,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,2,436.3,2525.0,5.0,7.81,4.3,10.36
P00935,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,3,436.3,2525.0,5.1,7.58,3.2,11.13
P00936,2023,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,4,436.3,2525.0,6.0,8.34,10.5,9.83
P00937,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,1,436.3,2525.0,26.2,8.12,5.7,10.32
P00938,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,2,436.3,2525.0,33.0,7.12,4.6,9.82
P00939,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,3,436.3,2525.0,25.6,7.87,3.3,9.84
P00940,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,4,436.3,2525.0,30.0,7.64,2.8,10.8
P00941,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,1,436.3,2525.0,11.8,7.17,8.2,9.99
P00942,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,2,436.3,2525.0,12.8,7.89,3.5,10.36
P00943,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,3,436.3,2525.0,13.9,7.55,9.3,10.65
P00944,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,4,436.3,2525.0,12.5,7.9,2.7,10.83
P00945,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,1,436.3,2525.0,6.2,7.98,0.4,10.4
P00946,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,2,436.3,2525.0,5.4,8.31,4.9,10.69
P00947,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,3,436.3,2525.0,5.5,7.85,1.6,10.9
P00948,2023,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,4,436.3,2525.0,5.1,6.9,9.1,10.31
P00949,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,1,436.3,2525.0,28.6,8.31,5.8,9.57
P00950,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,2,436.3,2525.0,27.8,7.48,4.9,10.05
P00951,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,3,436.3,2525.0,25.4,7.81,3.3,11.29
P00952,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,4,436.3,2525.0,26.9,7.8,14.0,10.05
P00953,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,1,436.3,2525.0,12.2,8.22,9.4,11.13
P00954,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,2,436.3,2525.0,12.5,6.9,5.5,11.03
P00955,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,3,436.3,2525.0,11.7,7.4,1.3,10.2
P00956,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,4,436.3,2525.0,12.3,7.91,1.3,11.16
P00957,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,1,436.3,2525.0,6.1,8.01,2.5,10.56
P00958,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,2,436.3,2525.0,5.7,7.76,7.1,11.11
P00959,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,3,436.3,2525.0,5.3,7.74,0.8,11.6
P00960,2023,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,4,436.3,2525.0,5.1,7.26,0.7,11.71
P00961,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,1,511.8,2497.0,21.4,7.69,1.2,8.8
P00962,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,2,511.8,2497.0,25.3,7.57,2.6,9.15
P00963,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,3,511.8,2497.0,17.6,7.87,5.2,8.47
P00964,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,4,511.8,2497.0,23.1,8.1,4.9,7.99
P00965,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,1,511.8,2497.0,9.6,8.35,4.7,9.37
P00966,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,2,511.8,2497.0,9.3,7.96,1.8,8.79
P00967,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,3,511.8,2497.0,10.8,8.2,3.2,9.27
P00968,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,4,511.8,2497.0,9.5,7.71,3.7,8.83
P00969,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,1,511.8,2497.0,4.4,7.45,1.2,9.87
P00970,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,2,511.8,2497.0,4.4,7.49,1.1,8.97
P00971,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,3,511.8,2497.0,4.3,7.62,2.3,9.11
P00972,2023,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,4,511.8,2497.0,4.6,7.88,2.6,8.67
P00973,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,1,511.8,2497.0,20.2,8.34,1.4,10.27
P00974,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,2,511.8,2497.0,20.3,7.8,5.9,8.87
P00975,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,3,511.8,2497.0,22.7,7.83,6.1,9.58
P00976,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,4,511.8,2497.0,21.0,8.18,7.7,9.76
P00977,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,1,511.8,2497.0,8.7,7.27,1.3,9.8
P00978,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,2,511.8,2497.0,8.3,7.68,0.8,9.53
P00979,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,3,511.8,2497.0,10.5,8.26,3.3,10.57
P00980,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,4,511.8,2497.0,9.7,8.12,8.3,9.45
P00981,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,1,511.8,2497.0,4.7,8.01,4.9,9.54
P00982,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,2,511.8,2497.0,4.6,8.33,3.3,9.88
P00983,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,3,511.8,2497.0,3.7,7.48,1.0,9.36
P00984,2023,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,4,511.8,2497.0,4.4,7.44,11.4,9.28
P00985,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,1,511.8,2497.0,17.4,7.68,1.9,8.4
P00986,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,2,511.8,2497.0,20.7,8.01,3.4,8.97
P00987,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,3,511.8,2497.0,21.7,8.07,3.0,8.29
P00988,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,4,511.8,2497.0,19.1,7.84,1.6,9.35
P00989,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,1,511.8,2497.0,10.9,8.07,4.3,8.91
P00990,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,2,511.8,2497.0,10.1,7.43,3.0,8.66
P00991,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,3,511.8,2497.0,10.7,8.24,1.2,7.99
P00992,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,4,511.8,2497.0,10.9,7.95,1.0,9.12
P00993,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Bravo,1,511.8,2497.0,3.9,7.68,1.2,9.56
P00994,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Bravo,2,511.8,2497.0,4.4,8.29,2.9,8.05
P00995,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Bravo,3,511.8,2497.0,4.5,8.23,1.3,9.44
P00996,2023,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Bravo,4,511.8,2497.0,5.0,8.47,10.0,9.63
P00997,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Untreated Check,1,511.8,2497.0,21.4,7.92,3.4,8.29
P00998,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Untreated Check,2,511.8,2497.0,20.0,7.22,3.3,9.6
P00999,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Untreated Check,3,511.8,2497.0,23.3,8.25,5.0,9.04
P01000,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Untreated Check,4,511.8,2497.0,22.4,7.66,1.4,9.48
P01001,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Alpha,1,511.8,2497.0,10.1,7.62,5.9,9.79
P01002,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Alpha,2,511.8,2497.0,12.1,7.45,5.0,9.26
P01003,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Alpha,3,511.8,2497.0,10.0,7.85,4.1,10.49
P01004,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Alpha,4,511.8,2497.0,9.4,7.95,2.4,9.81
P01005,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Bravo,1,511.8,2497.0,4.5,7.84,3.1,9.29
P01006,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Bravo,2,511.8,2497.0,4.5,8.04,2.5,9.44
P01007,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Bravo,3,511.8,2497.0,4.3,7.9,3.8,10.3
P01008,2023,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Bravo,4,511.8,2497.0,4.5,7.84,7.7,9.26
P01009,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Untreated Check,1,511.8,2497.0,22.5,7.62,9.0,9.57
P01010,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Untreated Check,2,511.8,2497.0,17.8,7.81,3.1,10.19
P01011,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Untreated Check,3,511.8,2497.0,22.9,7.74,2.4,9.51
P01012,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Untreated Check,4,511.8,2497.0,22.0,8.39,2.6,9.84
P01013,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Alpha,1,511.8,2497.0,10.1,7.8,1.3,10.56
P01014,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Alpha,2,511.8,2497.0,9.4,7.71,0.8,10.01
P01015,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Alpha,3,511.8,2497.0,9.9,8.46,6.5,9.56
P01016,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Alpha,4,511.8,2497.0,11.4,7.39,2.0,10.39
P01017,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Bravo,1,511.8,2497.0,4.3,7.13,4.3,10.51
P01018,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Bravo,2,511.8,2497.0,4.6,8.62,1.4,9.82
P01019,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Bravo,3,511.8,2497.0,4.3,7.7,1.4,10.32
P01020,2023,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Bravo,4,511.8,2497.0,3.9,8.37,1.5,10.26
P01021,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Untreated Check,1,318.0,2419.0,28.7,7.94,2.6,7.98
P01022,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Untreated Check,2,318.0,2419.0,27.4,7.51,4.7,7.41
P01023,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Untreated Check,3,318.0,2419.0,32.0,7.61,3.5,8.14
P01024,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Untreated Check,4,318.0,2419.0,35.3,7.44,3.1,8.21
P01025,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,1,318.0,2419.0,12.6,8.2,2.6,9.21
P01026,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,2,318.0,2419.0,15.1,7.91,7.1,8.88
P01027,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,3,318.0,2419.0,12.7,7.95,4.0,9.01
P01028,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,4,318.0,2419.0,12.6,7.36,3.9,8.57
P01029,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,1,318.0,2419.0,6.8,7.92,4.4,8.79
P01030,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,2,318.0,2419.0,6.7,8.13,2.1,8.5
P01031,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,3,318.0,2419.0,6.7,7.15,6.9,7.85
P01032,2023,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,4,318.0,2419.0,6.4,7.91,2.2,8.99
P01033,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,1,318.0,2419.0,28.5,7.53,6.4,8.66
P01034,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,2,318.0,2419.0,34.4,8.47,2.8,8.94
P01035,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,3,318.0,2419.0,32.2,7.84,6.7,9.43
P01036,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,4,318.0,2419.0,34.2,7.33,2.6,8.15
P01037,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,1,318.0,2419.0,12.2,8.51,8.1,9.38
P01038,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,2,318.0,2419.0,16.9,7.66,4.6,8.58
P01039,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,3,318.0,2419.0,13.1,7.67,1.3,9.06
P01040,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,4,318.0,2419.0,15.4,8.42,3.5,8.58
P01041,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,1,318.0,2419.0,7.5,7.62,1.8,8.75
P01042,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,2,318.0,2419.0,6.8,8.17,1.8,10.03
P01043,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,3,318.0,2419.0,6.3,8.05,7.2,8.92
P01044,2023,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,4,318.0,2419.0,6.9,7.81,3.5,9.09
P01045,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,1,318.0,2419.0,31.6,8.21,2.2,7.69
P01046,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,2,318.0,2419.0,27.0,8.09,3.1,7.32
P01047,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,3,318.0,2419.0,34.9,7.55,8.0,7.23
P01048,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,4,318.0,2419.0,31.2,7.85,2.0,7.34
P01049,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,1,318.0,2419.0,13.9,7.86,6.3,7.89
P01050,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,2,318.0,2419.0,16.5,8.09,6.7,8.61
P01051,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,3,318.0,2419.0,13.8,7.89,4.4,7.7
P01052,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,4,318.0,2419.0,13.7,7.54,3.2,9.18
P01053,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,1,318.0,2419.0,5.7,7.39,5.4,8.57
P01054,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,2,318.0,2419.0,7.3,7.65,2.2,7.55
P01055,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,3,318.0,2419.0,6.4,7.38,1.2,8.3
P01056,2023,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,4,318.0,2419.0,7.0,7.77,1.1,7.54
P01057,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,1,318.0,2419.0,33.5,7.89,3.9,8.72
P01058,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,2,318.0,2419.0,34.7,7.7,2.4,8.37
P01059,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,3,318.0,2419.0,34.3,7.99,4.5,8.57
P01060,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,4,318.0,2419.0,34.6,7.78,5.3,8.64
P01061,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,1,318.0,2419.0,15.2,7.7,7.3,9.53
P01062,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,2,318.0,2419.0,14.4,8.12,5.4,8.64
P01063,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,3,318.0,2419.0,15.5,7.84,8.2,8.93
P01064,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,4,318.0,2419.0,15.9,7.79,4.3,8.96
P01065,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,1,318.0,2419.0,7.7,8.25,2.3,8.32
P01066,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,2,318.0,2419.0,6.5,8.26,5.7,8.2
P01067,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,3,318.0,2419.0,6.7,7.84,4.0,8.68
P01068,2023,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,4,318.0,2419.0,6.7,7.68,5.8,8.63
P01069,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,1,318.0,2419.0,39.5,7.58,3.7,8.92
P01070,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,2,318.0,2419.0,37.5,7.95,3.0,8.79
P01071,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,3,318.0,2419.0,25.9,7.9,1.7,9.14
P01072,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,4,318.0,2419.0,33.6,8.16,2.9,9.09
P01073,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,1,318.0,2419.0,16.2,7.82,1.6,9.12
P01074,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,2,318.0,2419.0,15.2,7.46,6.0,9.35
P01075,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,3,318.0,2419.0,14.5,7.47,3.4,9.27
P01076,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,4,318.0,2419.0,16.2,7.91,5.0,9.06
P01077,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,1,318.0,2419.0,6.5,7.95,4.2,8.9
P01078,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,2,318.0,2419.0,6.2,7.58,3.5,9.88
P01079,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,3,318.0,2419.0,5.8,7.89,3.0,9.03
P01080,2023,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,4,318.0,2419.0,6.0,8.09,2.3,9.72
P01081,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,1,529.6,2438.0,49.8,7.53,3.8,9.93
P01082,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,2,529.6,2438.0,66.5,7.49,5.3,9.24
P01083,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,3,529.6,2438.0,56.8,8.01,3.7,9.44
P01084,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,4,529.6,2438.0,55.7,6.88,4.8,9.07
P01085,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,1,529.6,2438.0,24.8,7.98,2.6,10.16
P01086,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,2,529.6,2438.0,24.0,7.58,2.8,10.18
P01087,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,3,529.6,2438.0,26.3,8.01,4.9,10.87
P01088,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,4,529.6,2438.0,27.8,8.15,7.8,10.46
P01089,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,1,529.6,2438.0,12.0,7.94,4.9,10.21
P01090,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,2,529.6,2438.0,11.5,7.75,1.7,10.51
P01091,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,3,529.6,2438.0,12.5,8.08,8.6,10.2
P01092,2024,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,4,529.6,2438.0,11.6,7.73,0.9,10.63
P01093,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,1,529.6,2438.0,39.6,7.33,2.3,10.75
P01094,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,2,529.6,2438.0,51.7,8.25,9.4,11.85
P01095,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,3,529.6,2438.0,55.5,7.82,8.6,11.4
P01096,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,4,529.6,2438.0,56.2,7.96,7.5,10.93
P01097,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,1,529.6,2438.0,28.7,7.82,5.8,11.39
P01098,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,2,529.6,2438.0,26.7,7.8,3.3,11.84
P01099,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,3,529.6,2438.0,28.2,7.86,3.1,10.76
P01100,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,4,529.6,2438.0,27.2,7.81,4.8,10.76
P01101,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,1,529.6,2438.0,12.1,7.0,6.2,11.1
P01102,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,2,529.6,2438.0,11.8,8.05,2.9,10.86
P01103,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,3,529.6,2438.0,10.5,8.14,6.0,11.74
P01104,2024,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,4,529.6,2438.0,10.5,7.53,1.7,10.84
P01105,2024,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,1,529.6,2438.0,56.2,8.07,3.8,9.42
P01106,2024,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,2,529.6,2438.0,57.5,7.73,6.6,9.21
P01107,2024,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,3,529.6,2438.0,59.4,8.11,8.4,9.29
P01108,2024,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,4,529.6,2438.0,59.6,8.03,3.9,9.81
